Epoch,Training Time (s),Loss,GPU0 Util (%),GPU0 Memory (GB),GPU0 Avg Power (W),GPU1 Util (%),GPU1 Memory (GB),GPU1 Avg Power (W),GPU2 Util (%),GPU2 Memory (GB),GPU2 Avg Power (W),GPU3 Util (%),GPU3 Memory (GB),GPU3 Avg Power (W),GPU4 Util (%),GPU4 Memory (GB),GPU4 Avg Power (W),GPU5 Util (%),GPU5 Memory (GB),GPU5 Avg Power (W),GPU6 Util (%),GPU6 Memory (GB),GPU6 Avg Power (W),GPU7 Util (%),GPU7 Memory (GB),GPU7 Avg Power (W)
17,18.676641941070557,1.8103382587432861,89.86666870117188,13.4677734375,155.25399780273438,0.0,13.4677734375,67.20999908447266,0.0,13.4677734375,89.69999694824219,0.0,13.4677734375,69.66000366210938,76.0,13.4677734375,67.70999908447266,74.0,13.4677734375,64.19999694824219,69.0,13.4677734375,66.5199966430664,90.13333129882812,13.4599609375,175.67999267578125
18,18.76875066757202,1.7908045053482056,90.86666870117188,13.4677734375,148.48666381835938,86.06666564941406,13.4677734375,162.50933837890625,0.0,13.4677734375,65.58999633789062,80.75,13.4677734375,154.40875244140625,82.3125,13.4677734375,161.890625,0.0,13.4677734375,58.16999816894531,0.0,13.4677734375,60.16999816894531,90.33333587646484,13.4599609375,170.7693328857422
19,20.118110418319702,1.7736577987670898,100.0,13.4677734375,63.91999816894531,89.82353210449219,13.4677734375,150.1958770751953,62.0,13.4677734375,92.16000366210938,35.0,13.4677734375,79.13999938964844,74.82353210449219,13.4677734375,146.16175842285156,19.0,13.4677734375,154.22000122070312,56.0,13.4677734375,56.70000076293945,100.0,13.4599609375,64.69000244140625
20,19.319472551345825,1.7567400932312012,0.0,13.4677734375,99.33000183105469,82.6875,13.4677734375,157.515625,0.0,13.4677734375,59.0099983215332,0.0,13.4677734375,98.87000274658203,0.0,13.4677734375,63.5099983215332,86.5,13.4677734375,146.3018798828125,24.0,13.4677734375,89.05999755859375,0.0,13.4599609375,75.93000030517578
21,18.17605996131897,1.7409656047821045,88.66666412353516,13.4677734375,161.15333557128906,0.0,13.4677734375,68.25,83.06666564941406,13.4677734375,160.74867248535156,0.0,13.4677734375,72.13999938964844,92.46666717529297,13.4677734375,169.65866088867188,90.0,13.4677734375,159.0500030517578,89.26667022705078,13.4677734375,164.33200073242188,88.33333587646484,13.4599609375,169.29466247558594
22,18.858449697494507,1.7243633270263672,93.0,13.4677734375,62.31999969482422,78.06666564941406,13.4677734375,180.28334045410156,82.0,13.4677734375,125.87000274658203,79.8125,13.4677734375,151.66812133789062,100.0,13.4677734375,66.41000366210938,0.0,13.4677734375,62.41999816894531,100.0,13.4677734375,62.66999816894531,90.875,13.4599609375,150.07562255859375
23,18.79489040374756,1.720865249633789,0.0,13.4677734375,61.130001068115234,84.46666717529297,13.4677734375,159.71266174316406,34.0,13.4677734375,79.9800033569336,84.4000015258789,13.4677734375,155.44866943359375,83.33333587646484,13.4677734375,149.74600219726562,88.33333587646484,13.4677734375,155.5846710205078,83.1875,13.4677734375,135.99937438964844,0.0,13.4599609375,95.06999969482422
24,18.392945766448975,1.7165145874023438,33.0,13.4677734375,61.22999954223633,100.0,13.4677734375,67.45999908447266,84.0,13.4677734375,59.369998931884766,84.13333129882812,13.4677734375,166.48666381835938,100.0,13.4677734375,93.5999984741211,100.0,13.4677734375,58.470001220703125,80.33333587646484,13.4677734375,155.4340057373047,86.4000015258789,13.4599609375,174.20733642578125
25,19.30029034614563,1.7057278156280518,76.9375,13.4677734375,167.85874938964844,15.0,13.4677734375,64.6500015258789,0.0,13.4677734375,60.7400016784668,100.0,13.4677734375,67.86000061035156,28.0,13.4677734375,64.22000122070312,12.0,13.4677734375,104.6500015258789,100.0,13.4677734375,62.959999084472656,100.0,13.4599609375,79.69000244140625
26,18.32157874107361,1.6854560375213623,84.0,13.4677734375,163.2239990234375,71.0,13.4677734375,65.31999969482422,32.0,13.4677734375,110.41000366210938,85.86666870117188,13.4677734375,168.5780029296875,100.0,13.4677734375,66.5,87.0,13.4677734375,66.79000091552734,100.0,13.4677734375,61.84000015258789,100.0,13.4599609375,69.93000030517578
27,20.890127420425415,1.6786179542541504,57.0,13.4677734375,62.29999923706055,0.0,13.4677734375,89.54000091552734,0.0,13.4677734375,59.18000030517578,90.35294342041016,13.4677734375,145.12294006347656,10.0,13.4677734375,102.9000015258789,0.0,13.4677734375,130.27999877929688,0.0,13.4677734375,136.4600067138672,0.0,13.4599609375,75.05000305175781
28,20.746422290802002,1.6715031862258911,0.0,13.4677734375,63.720001220703125,0.0,13.4677734375,65.20999908447266,0.0,13.4677734375,96.11000061035156,79.88235473632812,13.4677734375,151.97764587402344,24.0,13.4677734375,63.709999084472656,88.05882263183594,13.4677734375,159.96588134765625,0.0,13.4677734375,94.2300033569336,88.17646789550781,13.4599609375,173.14764404296875
29,21.174725770950317,1.660207986831665,78.52941131591797,13.4677734375,147.68588256835938,72.76470947265625,13.4677734375,153.1999969482422,74.38888549804688,13.4677734375,144.02999877929688,72.66666412353516,13.4677734375,147.54666137695312,0.0,13.4677734375,62.41999816894531,100.0,13.4677734375,56.2400016784668,25.0,13.4677734375,57.2599983215332,92.47058868408203,13.4599609375,174.5370635986328
30,22.210218906402588,1.6679551601409912,75.33333587646484,13.4677734375,128.4183349609375,76.44444274902344,13.4677734375,138.85833740234375,79.55555725097656,13.4677734375,128.7294464111328,0.0,13.4677734375,68.0,90.0,13.4677734375,71.56999969482422,3.0,13.4677734375,63.79999923706055,86.27777862548828,13.4677734375,124.63666534423828,61.0,13.4599609375,70.8499984741211
31,19.97735071182251,1.7310922145843506,100.0,13.4677734375,67.29000091552734,86.8125,13.4677734375,144.37437438964844,100.0,13.4677734375,64.20999908447266,0.0,13.4677734375,66.9800033569336,0.0,13.4677734375,61.31999969482422,0.0,13.4677734375,72.4800033569336,88.64705657958984,13.4677734375,136.1558837890625,11.0,13.4599609375,66.37000274658203
32,22.00560712814331,1.7869499921798706,11.0,13.4677734375,140.1199951171875,84.88888549804688,13.4677734375,134.22000122070312,81.05555725097656,13.4677734375,137.81277465820312,80.44444274902344,13.4677734375,151.65554809570312,0.0,13.4677734375,153.9499969482422,0.0,13.4677734375,59.7599983215332,0.0,13.4677734375,153.3699951171875,0.0,13.4599609375,139.36000061035156
33,20.914902925491333,1.7354328632354736,79.47058868408203,13.4677734375,150.93411254882812,81.94117736816406,13.4677734375,153.9176483154297,100.0,13.4677734375,58.4900016784668,100.0,13.4677734375,70.16999816894531,77.5882339477539,13.4677734375,155.62411499023438,83.23529052734375,13.4677734375,158.73471069335938,0.0,13.4677734375,100.31999969482422,78.0,13.4599609375,155.05587768554688
34,19.31472373008728,1.707306146621704,79.9375,13.4677734375,149.16624450683594,94.0,13.4677734375,171.6300048828125,79.375,13.4677734375,142.78125,82.0625,13.4677734375,153.4550018310547,100.0,13.4677734375,110.12000274658203,90.4375,13.4677734375,147.94500732421875,0.0,13.4677734375,68.33999633789062,100.0,13.4599609375,90.83999633789062
35,20.706851720809937,1.7337720394134521,79.82353210449219,13.4677734375,134.93588256835938,83.0,13.4677734375,141.45059204101562,33.0,13.4677734375,126.91999816894531,0.0,13.4677734375,69.1500015258789,97.0,13.4677734375,123.62999725341797,14.0,13.4677734375,170.35000610351562,80.82353210449219,13.4677734375,149.65176391601562,82.82353210449219,13.4599609375,161.61587524414062
36,18.378177881240845,1.71433687210083,80.0,13.4677734375,86.98999786376953,88.26667022705078,13.4677734375,167.4126739501953,35.0,13.4677734375,101.83000183105469,80.33333587646484,13.4677734375,165.75933837890625,86.86666870117188,13.4677734375,169.98866271972656,84.86666870117188,13.4677734375,160.89999389648438,91.86666870117188,13.4677734375,159.4773406982422,91.0,13.4599609375,172.23866271972656
37,19.749414205551147,1.6827744245529175,0.0,13.4677734375,58.400001525878906,100.0,13.4677734375,62.02000045776367,0.0,13.4677734375,58.83000183105469,92.0,13.4677734375,63.9900016784668,86.5625,13.4677734375,157.8000030517578,92.0,13.4677734375,60.470001220703125,100.0,13.4677734375,64.4000015258789,84.5,13.4599609375,160.81500244140625
38,20.875582933425903,1.673105239868164,81.0,13.4677734375,134.7035369873047,0.0,13.4677734375,166.8000030517578,78.5882339477539,13.4677734375,146.09117126464844,81.0,13.4677734375,136.33705139160156,68.0,13.4677734375,66.54000091552734,17.0,13.4677734375,95.72000122070312,78.05882263183594,13.4677734375,134.6058807373047,81.76470947265625,13.4599609375,148.32176208496094
39,18.63511371612549,1.6671802997589111,89.5999984741211,13.4677734375,163.00466918945312,86.86666870117188,13.4677734375,164.32400512695312,100.0,13.4677734375,107.93000030517578,95.53333282470703,13.4677734375,163.9340057373047,4.0,13.4677734375,65.08000183105469,77.06666564941406,13.4677734375,142.64266967773438,89.19999694824219,13.4677734375,150.3560028076172,100.0,13.4599609375,171.35000610351562
40,18.505226373672485,1.6841022968292236,89.46666717529297,13.4677734375,151.20066833496094,100.0,13.4677734375,167.77999877929688,0.0,13.4677734375,89.75,100.0,13.4677734375,111.18000030517578,86.0,13.4677734375,150.60333251953125,100.0,13.4677734375,70.2699966430664,80.0,13.4677734375,101.9000015258789,83.13333129882812,13.4599609375,166.0919952392578
41,19.88127636909485,1.6662201881408691,70.0,13.4677734375,61.119998931884766,6.0,13.4677734375,69.2699966430664,0.0,13.4677734375,59.56999969482422,0.0,13.4677734375,65.86000061035156,89.75,13.4677734375,152.75,0.0,13.4677734375,94.98999786376953,16.0,13.4677734375,148.3300018310547,100.0,13.4599609375,69.87000274658203
42,19.54877805709839,1.6592607498168945,74.625,13.4677734375,136.49937438964844,78.0625,13.4677734375,140.2899932861328,0.0,13.4677734375,97.01000213623047,0.0,13.4677734375,97.04000091552734,91.8125,13.4677734375,143.7831268310547,86.3125,13.4677734375,152.13063049316406,87.25,13.4677734375,136.01312255859375,87.625,13.4599609375,150.77561950683594
43,19.1521954536438,1.6435348987579346,82.26667022705078,13.4677734375,158.5279998779297,87.66666412353516,13.4677734375,155.59266662597656,0.0,13.4677734375,163.5,0.0,13.4677734375,69.30000305175781,100.0,13.4677734375,64.1500015258789,90.8125,13.4677734375,159.40875244140625,91.3125,13.4677734375,148.41624450683594,100.0,13.4599609375,70.33999633789062
44,23.8452627658844,1.629105806350708,97.0,13.4677734375,58.880001068115234,100.0,13.4677734375,65.44000244140625,76.05000305175781,13.4677734375,145.3695068359375,0.0,13.4677734375,65.87999725341797,0.0,13.4677734375,62.7599983215332,63.105262756347656,13.4677734375,124.74842071533203,63.73684310913086,13.4677734375,124.523681640625,60.157894134521484,13.4599609375,136.16421508789062
45,21.451005697250366,1.620157241821289,87.0,13.4677734375,130.2694091796875,82.94444274902344,13.4677734375,141.70277404785156,95.0,13.4677734375,67.01000213623047,22.0,13.4677734375,64.08999633789062,31.0,13.4677734375,71.33000183105469,99.0,13.4677734375,92.12999725341797,100.0,13.4677734375,126.3499984741211,82.88888549804688,13.4599609375,148.6427764892578
46,22.033169507980347,1.6161562204360962,80.16666412353516,13.4677734375,142.49278259277344,75.66666412353516,13.4677734375,160.45611572265625,100.0,13.4677734375,58.689998626708984,100.0,13.4677734375,62.83000183105469,0.0,13.4677734375,59.84000015258789,0.0,13.4677734375,57.54999923706055,0.0,13.4677734375,57.459999084472656,83.61111450195312,13.4599609375,167.99166870117188
47,20.422558784484863,1.6336822509765625,0.0,13.4677734375,110.19999694824219,0.0,13.4677734375,165.85000610351562,0.0,13.4677734375,81.22000122070312,0.0,13.4677734375,129.24000549316406,89.0,13.4677734375,142.6053009033203,92.1875,13.4677734375,145.0812530517578,100.0,13.4677734375,118.01000213623047,90.76470947265625,13.4599609375,146.01646423339844
48,20.608471155166626,1.6424903869628906,93.0,13.4677734375,62.630001068115234,87.64705657958984,13.4677734375,161.47470092773438,93.0,13.4677734375,159.5500030517578,90.88235473632812,13.4677734375,166.9199981689453,7.0,13.4677734375,90.05000305175781,82.0,13.4677734375,155.34588623046875,25.0,13.4677734375,61.380001068115234,0.0,13.4599609375,130.8300018310547
49,19.756335496902466,1.6404601335525513,0.0,13.4677734375,60.439998626708984,90.8125,13.4677734375,150.62562561035156,0.0,13.4677734375,87.87000274658203,99.0,13.4677734375,94.80000305175781,80.0,13.4677734375,144.3175048828125,86.4375,13.4677734375,142.99436950683594,0.0,13.4677734375,67.58000183105469,0.0,13.4599609375,78.30000305175781
50,21.917924642562866,1.6321377754211426,86.0,13.4677734375,143.42388916015625,88.88888549804688,13.4677734375,138.39944458007812,85.94444274902344,13.4677734375,147.80332946777344,89.11111450195312,13.4677734375,154.77333068847656,100.0,13.4677734375,106.63999938964844,100.0,13.4677734375,171.4499969482422,80.64705657958984,13.4677734375,148.59764099121094,81.17646789550781,13.4599609375,152.8876495361328
Average,19.993814539909362,1.805171537399292,65.81543151855469,13.2012890625,115.24410667419434,67.48252944946289,13.2012890625,122.58603134155274,44.895413360595704,13.2012890625,97.74671241760254,57.051067199707035,13.2012890625,112.98587669372559,58.25504440307617,13.2012890625,106.15188507080079,59.6002619934082,13.2012890625,111.04005676269531,59.15496406555176,13.2012890625,110.62584869384766,65.15687858581543,13.1937890625,123.25382736206055
