Epoch,Training Time (s),Loss,GPU0 Util (%),GPU0 Memory (GB),GPU0 Avg Power (W),GPU1 Util (%),GPU1 Memory (GB),GPU1 Avg Power (W),GPU2 Util (%),GPU2 Memory (GB),GPU2 Avg Power (W),GPU3 Util (%),GPU3 Memory (GB),GPU3 Avg Power (W),GPU4 Util (%),GPU4 Memory (GB),GPU4 Avg Power (W),GPU5 Util (%),GPU5 Memory (GB),GPU5 Avg Power (W),GPU6 Util (%),GPU6 Memory (GB),GPU6 Avg Power (W),GPU7 Util (%),GPU7 Memory (GB),GPU7 Avg Power (W)
39,19.419155836105347,1.6951262950897217,87.0,13.5126953125,136.82061767578125,80.3125,13.5126953125,152.64125061035156,81.8125,13.5126953125,142.4949951171875,80.75,13.5126953125,150.70062255859375,78.625,13.5126953125,158.26812744140625,26.0,13.5126953125,88.38999938964844,0.0,13.5126953125,62.869998931884766,78.1875,13.5048828125,165.1112518310547
40,18.975528240203857,1.6961593627929688,53.0,13.5126953125,66.3499984741211,87.625,13.5126953125,140.77188110351562,82.0,13.5126953125,62.34000015258789,92.875,13.5126953125,155.3543701171875,91.875,13.5126953125,148.42750549316406,0.0,13.5126953125,174.86000061035156,0.0,13.5126953125,62.95000076293945,95.0,13.5048828125,70.77999877929688
41,18.442728519439697,1.6917073726654053,91.33333587646484,13.5126953125,175.37933349609375,0.0,13.5126953125,102.68000030517578,82.0,13.5126953125,133.47999572753906,31.0,13.5126953125,90.41000366210938,0.0,13.5126953125,77.29000091552734,95.0,13.5126953125,58.119998931884766,96.0,13.5126953125,58.369998931884766,64.0,13.5048828125,66.1500015258789
42,20.158267974853516,1.6855978965759277,78.0,13.5126953125,60.439998626708984,0.0,13.5126953125,75.51000213623047,0.0,13.5126953125,58.90999984741211,70.0,13.5126953125,66.72000122070312,0.0,13.5126953125,102.61000061035156,0.0,13.5126953125,106.80999755859375,2.0,13.5126953125,150.6999969482422,1.0,13.5048828125,170.97000122070312
43,19.68070125579834,1.682093620300293,76.3125,13.5126953125,149.7481231689453,79.875,13.5126953125,157.03250122070312,0.0,13.5126953125,60.209999084472656,0.0,13.5126953125,70.37000274658203,30.0,13.5126953125,67.91999816894531,77.0,13.5126953125,67.9800033569336,89.625,13.5126953125,134.4393768310547,53.0,13.5048828125,68.7699966430664
44,18.74662494659424,1.675396203994751,90.5999984741211,13.5126953125,158.39866638183594,80.0,13.5126953125,102.11000061035156,80.33333587646484,13.5126953125,159.62266540527344,79.66666412353516,13.5126953125,159.1373291015625,0.0,13.5126953125,99.44999694824219,29.0,13.5126953125,123.83999633789062,92.66666412353516,13.5126953125,152.7346649169922,81.625,13.5048828125,165.31124877929688
45,18.883036375045776,1.6646453142166138,87.0,13.5126953125,87.58999633789062,86.0,13.5126953125,83.58000183105469,99.0,13.5126953125,59.93000030517578,100.0,13.5126953125,68.87000274658203,86.375,13.5126953125,157.95562744140625,98.0,13.5126953125,64.75,38.0,13.5126953125,66.47000122070312,0.0,13.5048828125,73.55000305175781
46,20.27886962890625,1.6621434688568115,8.0,13.5126953125,64.43000030517578,71.17646789550781,13.5126953125,158.3052978515625,69.5882339477539,13.5126953125,143.09117126464844,0.0,13.5126953125,115.26000213623047,71.88235473632812,13.5126953125,140.06411743164062,73.52941131591797,13.5126953125,139.3852996826172,0.0,13.5126953125,111.62000274658203,0.0,13.5048828125,74.9000015258789
47,20.905291080474854,1.6613833904266357,79.29412078857422,13.5126953125,153.40235900878906,74.0,13.5126953125,64.8499984741211,80.5882339477539,13.5126953125,158.3052978515625,79.0,13.5126953125,77.0,0.0,13.5126953125,66.4000015258789,3.0,13.5126953125,164.3000030517578,81.4117660522461,13.5126953125,139.9688262939453,0.0,13.5048828125,138.41000366210938
48,18.103769063949585,1.6666070222854614,60.0,13.5126953125,142.52000427246094,84.4000015258789,13.5126953125,161.3979949951172,94.0,13.5126953125,131.02999877929688,15.0,13.5126953125,81.08000183105469,19.0,13.5126953125,176.02999877929688,29.0,13.5126953125,175.3800048828125,90.5999984741211,13.5126953125,160.4493408203125,84.93333435058594,13.5048828125,173.65133666992188
49,19.122353315353394,1.6624386310577393,10.0,13.5126953125,58.310001373291016,84.0,13.5126953125,64.68000030517578,80.6875,13.5126953125,145.01812744140625,84.375,13.5126953125,158.37437438964844,0.0,13.5126953125,67.66000366210938,14.0,13.5126953125,61.290000915527344,89.8125,13.5126953125,149.86062622070312,89.4375,13.5048828125,153.65750122070312
50,19.065769910812378,1.6567224264144897,86.5,13.5126953125,147.3874969482422,26.0,13.5126953125,109.19000244140625,89.375,13.5126953125,145.03062438964844,92.0,13.5126953125,157.90187072753906,0.0,13.5126953125,62.66999816894531,1.0,13.5126953125,116.58999633789062,91.375,13.5126953125,146.33749389648438,52.0,13.5048828125,151.2100067138672
Average,21.11559223651886,1.837244439125061,60.09682640075684,13.2453125,104.89138832092286,58.97816986083984,13.433688144683838,114.49175033569335,57.00687576293945,13.2453125,102.77868995666503,58.621204986572266,13.2453125,113.74751731872558,36.16684196472168,13.433474941253662,94.91042449951172,51.19140670776367,13.2453125,102.23784408569335,40.1819832611084,13.2453125,86.60415008544922,59.21479553222656,13.2378125,120.49367958068848
